movie_title,imdb_score,title_year,actor_1_name,content_rating,duration,director_name,gross,genres,budget,aspect_ratio
Elite Squad ,8.1,2007,Wagner Moura,R,115,José Padilha,8060,Action|Crime|Drama|Thriller,4000000,1.85
The Protector ,7.1,2005,Jon Foo,R,111,Prachya Pinkaew,11905519,Action|Crime|Drama|Thriller,200000000,1.85
Dum Maaro Dum ,6.2,2011,Abhishek Bachchan,R,128,Rohan Sippy,563699,Action|Crime|Drama|Thriller,,
Easy Money ,6.7,2010,Fabian Bolin,R,124,Daniel Espinosa,188870,Action|Crime|Drama|Thriller,,2.35
Wicked Blood ,5.4,2014,Alexa PenaVega,Not Rated,92,Mark Young,,Action|Crime|Drama|Thriller,3500000,1.85
Class of 1984 ,6.6,1982,Roddy McDowall,R,98,Mark L. Lester,,Action|Crime|Drama|Thriller,4300000,1.85
The French Connection ,7.8,1971,Roy Scheider,R,104,William Friedkin,,Action|Crime|Drama|Thriller,1800000,1.85
Ghost Dog: The Way of the Samurai ,7.5,1999,Henry Silva,R,116,Jim Jarmusch,3300230,Action|Crime|Drama|Thriller,,1.85
Harsh Times ,7,2005,J.K. Simmons,R,116,David Ayer,3335839,Action|Crime|Drama|Thriller,2000000,1.85
Rockaway ,4.6,2007,Nicholas Gonzalez,R,90,Jeff Crook,,Action|Crime|Drama|Thriller,2000000,2.35
Mercury Rising ,6.1,1998,Bruce Willis,R,111,Harold Becker,32940507,Action|Crime|Drama|Thriller,60000000,2.35
Sabotage ,5.7,2014,Mireille Enos,R,109,David Ayer,10499968,Action|Crime|Drama|Thriller,35000000,1.85
Miracle at St. Anna ,6,2008,Joseph Gordon-Levitt,R,160,Spike Lee,7916887,Action|Crime|Drama|Thriller|War,45000000,2.35
Harley Davidson and the Marlboro Man ,6,1991,Vanessa Williams,R,98,Simon Wincer,7434726,Action|Crime|Drama|Thriller|Western,23000000,1.85
Young Guns ,6.8,1988,Jack Palance,R,107,Christopher Cain,44726644,Action|Crime|Drama|Thriller|Western,13000000,1.85
Lone Wolf McQuade ,6.3,1983,David Carradine,PG,107,Steve Carver,12200000,Action|Crime|Drama|Thriller|Western,5000000,1.85
Silverado ,7.2,1985,Scott Glenn,PG-13,133,Lawrence Kasdan,33200000,Action|Crime|Drama|Western,26000000,2.35
Catwoman ,3.3,2004,Frances Conroy,PG-13,87,Pitof,40198710,Action|Crime|Fantasy|Romance|Thriller,100000000,2.35
Wanted ,6.7,2008,Angelina Jolie Pitt,R,110,Timur Bekmambetov,134568845,Action|Crime|Fantasy|Thriller,75000000,2.35
Elektra ,4.8,2005,Jennifer Garner,PG-13,100,Rob Bowman,24407944,Action|Crime|Fantasy|Thriller,43000000,2.35
The Spirit ,4.8,2008,Scarlett Johansson,PG-13,103,Frank Miller,19781879,Action|Crime|Fantasy|Thriller,60000000,2.35
Split Second ,6.2,1992,Michael J. Pollard,R,96,Tony Maylam,5430822,Action|Crime|Horror|Sci-Fi|Thriller,7000000,1.85
Red State ,6.2,2011,Anna Gunn,R,88,Kevin Smith,,Action|Crime|Horror|Thriller,4000000,1.85
Conspiracy Theory ,6.7,1997,Julia Roberts,R,135,Richard Donner,76081498,Action|Crime|Mystery|Romance|Thriller,75000000,2.35
Maximum Risk ,5.4,1996,Natasha Henstridge,R,101,Ringo Lam,14095303,Action|Crime|Mystery|Romance|Thriller,25000000,2.35
Escape Plan ,6.7,2013,Sylvester Stallone,R,115,Mikael Håfström,25121291,Action|Crime|Mystery|Sci-Fi|Thriller,50000000,2.35
Salt ,6.4,2010,Angelina Jolie Pitt,PG-13,101,Phillip Noyce,118311368,Action|Crime|Mystery|Thriller,110000000,2.35
Safe House ,6.8,2012,Denzel Washington,R,115,Daniel Espinosa,126149655,Action|Crime|Mystery|Thriller,85000000,2.35
Jack Reacher ,7,2012,Tom Cruise,PG-13,130,Christopher McQuarrie,80033643,Action|Crime|Mystery|Thriller,60000000,2.35
Alex Cross ,5.1,2012,Cicely Tyson,PG-13,101,Rob Cohen,25863915,Action|Crime|Mystery|Thriller,35000000,2.35
Whiteout ,5.5,2009,Tom Skerritt,R,101,Dominic Sena,10268846,Action|Crime|Mystery|Thriller,35000000,2.35
Del 1 - Män som hatar kvinnor             ,8.1,,Michael Nyqvist,,88,Niels Arden Oplev,,Action|Crime|Mystery|Thriller,,
Jack Reacher ,7,2012,Tom Cruise,PG-13,130,Christopher McQuarrie,80033643,Action|Crime|Mystery|Thriller,60000000,2.35
Speed 2: Cruise Control ,3.7,1997,Jason Patric,PG-13,121,Jan de Bont,48068396,Action|Crime|Romance|Thriller,160000000,2.35
Entrapment ,6.2,1999,Will Patton,PG-13,113,Jon Amiel,87704396,Action|Crime|Romance|Thriller,66000000,2.35
Parker ,6.2,2013,Jason Statham,R,118,Taylor Hackford,17609982,Action|Crime|Romance|Thriller,35000000,2.35
Steel ,2.8,1997,Charles Napier,PG-13,97,Kenneth Johnson,1686429,Action|Crime|Sci-Fi,16000000,1.85
RoboCop ,6.2,2014,Gary Oldman,PG-13,117,José Padilha,58607007,Action|Crime|Sci-Fi|Thriller,100000000,2.35
Face/Off ,7.3,1997,Nicolas Cage,R,138,John Woo,112225777,Action|Crime|Sci-Fi|Thriller,80000000,2.35
Ballistic: Ecks vs. Sever ,3.6,2002,Talisa Soto,R,91,Wych Kaosayananda,14294842,Action|Crime|Sci-Fi|Thriller,70000000,2.35
Repo Men ,6.3,2010,Alice Braga,R,119,Miguel Sapochnik,13763130,Action|Crime|Sci-Fi|Thriller,32000000,2.35
The Running Man ,6.6,1987,Yaphet Kotto,R,101,Paul Michael Glaser,38122105,Action|Crime|Sci-Fi|Thriller,27000000,1.37
Virtuosity ,5.5,1995,Denzel Washington,R,106,Brett Leonard,24048000,Action|Crime|Sci-Fi|Thriller,30000000,2.35
Timecop ,5.8,1994,Mia Sara,R,99,Peter Hyams,44450000,Action|Crime|Sci-Fi|Thriller,27000000,2.35
RoboCop 3 ,3.9,1993,CCH Pounder,PG-13,104,Fred Dekker,10696210,Action|Crime|Sci-Fi|Thriller,23500000,1.85
Crank: High Voltage ,6.2,2009,Jason Statham,R,96,Mark Neveldine,13630226,Action|Crime|Sci-Fi|Thriller,20000000,1.85
RoboCop ,6.2,2014,Gary Oldman,PG-13,117,José Padilha,58607007,Action|Crime|Sci-Fi|Thriller,100000000,2.35
Fortress ,5.9,1992,Christopher Lambert,R,95,Stuart Gordon,6739141,Action|Crime|Sci-Fi|Thriller,8000000,1.85
Point Break ,5.3,2015,Ray Winstone,PG-13,114,Ericson Core,28772222,Action|Crime|Sport|Thriller,105000000,2.35
Point Break ,5.3,2015,Ray Winstone,PG-13,114,Ericson Core,28772222,Action|Crime|Sport|Thriller,105000000,2.35
Furious 7 ,7.2,2015,Jason Statham,PG-13,140,James Wan,350034110,Action|Crime|Thriller,190000000,2.35
The Fast and the Furious ,6.7,2001,Paul Walker,PG-13,106,Rob Cohen,144512310,Action|Crime|Thriller,38000000,2.35
Lethal Weapon 4 ,6.6,1998,Jet Li,R,127,Richard Donner,129734803,Action|Crime|Thriller,140000000,2.35
Fast Five ,7.3,2011,Paul Walker,PG-13,132,Justin Lin,209805005,Action|Crime|Thriller,125000000,2.35
Gone in Sixty Seconds ,6.5,2000,Nicolas Cage,PG-13,127,Dominic Sena,101643008,Action|Crime|Thriller,90000000,2.35
The Taking of Pelham 1 2 3 ,6.4,2009,Denzel Washington,R,106,Tony Scott,65452312,Action|Crime|Thriller,100000000,2.35
Spy Game ,7,2001,Brad Pitt,R,114,Tony Scott,26871,Action|Crime|Thriller,92000000,2.35
The Fast and the Furious ,6.7,2001,Paul Walker,PG-13,106,Rob Cohen,144512310,Action|Crime|Thriller,38000000,2.35
The Fast and the Furious: Tokyo Drift ,6,2006,Amber Stevens West,PG-13,104,Justin Lin,62494975,Action|Crime|Thriller,85000000,2.35
Con Air ,6.8,1997,Steve Buscemi,R,123,Simon West,101087161,Action|Crime|Thriller,75000000,2.35
Swordfish ,6.5,2001,Hugh Jackman,R,99,Dominic Sena,69772969,Action|Crime|Thriller,80000000,2.35
2 Fast 2 Furious ,5.9,2003,Paul Walker,PG-13,107,John Singleton,127083765,Action|Crime|Thriller,76000000,2.35
Killer Elite ,6.5,2011,Jason Statham,R,116,Gary McKendry,25093607,Action|Crime|Thriller,35000000,2.35
Broken Arrow ,6,1996,Delroy Lindo,R,108,John Woo,70450000,Action|Crime|Thriller,50000000,2.35
Sin City: A Dame to Kill For ,6.5,2014,Joseph Gordon-Levitt,R,102,Frank Miller,13750556,Action|Crime|Thriller,65000000,1.85
The Italian Job ,7,2003,Jason Statham,PG-13,111,F. Gary Gray,106126012,Action|Crime|Thriller,60000000,2.35
The Sentinel ,6.1,2006,Blair Brown,PG-13,107,Clark Johnson,36279230,Action|Crime|Thriller,60000000,2.35
The Equalizer ,7.2,2014,Denzel Washington,R,132,Antoine Fuqua,101530738,Action|Crime|Thriller,55000000,2.35
Shaft ,5.9,2000,Christian Bale,R,99,John Singleton,70327868,Action|Crime|Thriller,46000000,2.35
Ninja Assassin ,6.4,2009,Shô Kosugi,R,99,James McTeigue,38105077,Action|Crime|Thriller,40000000,2.35
Assassins ,6.3,1995,Muse Watson,R,132,Richard Donner,30306268,Action|Crime|Thriller,50000000,1.85
Taken 2 ,6.3,2012,Liam Neeson,PG-13,98,Olivier Megaton,139852971,Action|Crime|Thriller,45000000,2.35
Cellular ,6.5,2004,Richard Burgi,PG-13,94,David R. Ellis,32003620,Action|Crime|Thriller,25000000,2.35
Bangkok Dangerous ,5.4,2008,Nicolas Cage,R,99,Danny Pang,15279680,Action|Crime|Thriller,40000000,1.85
The Mechanic ,6.6,2011,Jason Statham,R,93,Simon West,29113588,Action|Crime|Thriller,40000000,2.35
Man on a Ledge ,6.6,2012,Robert Clohessy,PG-13,102,Asger Leth,18600911,Action|Crime|Thriller,42000000,2.35
Kiss of Death ,5.9,1995,Nicolas Cage,R,101,Barbet Schroeder,14942422,Action|Crime|Thriller,40000000,1.85
The Fast and the Furious ,6.7,2001,Paul Walker,PG-13,106,Rob Cohen,144512310,Action|Crime|Thriller,38000000,2.35
Lethal Weapon 3 ,6.7,1992,Rene Russo,R,121,Richard Donner,144731527,Action|Crime|Thriller,35000000,2.35
Heist ,6.1,2015,Robert De Niro,R,93,Scott Mann,,Action|Crime|Thriller,19000000,2.35
Premium Rush ,6.5,2012,Joseph Gordon-Levitt,PG-13,91,David Koepp,20275446,Action|Crime|Thriller,35000000,2.35
Safe ,6.5,2012,Jason Statham,R,94,Boaz Yakin,17120019,Action|Crime|Thriller,30000000,2.35
Takers ,6.2,2010,Paul Walker,PG-13,107,John Luessenhop,57744720,Action|Crime|Thriller,20000000,2.35
Transporter 2 ,6.3,2005,Jason Statham,PG-13,87,Louis Leterrier,43095600,Action|Crime|Thriller,32000000,2.35
Black Rain ,6.6,1989,Stephen Root,R,125,Ridley Scott,45645204,Action|Crime|Thriller,30000000,2.35
The Replacement Killers ,6.1,1998,Mira Sorvino,R,96,Antoine Fuqua,18967571,Action|Crime|Thriller,30000000,2.35
The Last Stand ,6.4,2013,Zach Gilford,R,107,Jee-woon Kim,12026670,Action|Crime|Thriller,45000000,2.35
Once Upon a Time in Mexico ,6.4,2003,Johnny Depp,R,102,Robert Rodriguez,55845943,Action|Crime|Thriller,29000000,1.78
Romeo Must Die ,6.1,2000,Jet Li,R,115,Andrzej Bartkowiak,55973336,Action|Crime|Thriller,25000000,2.35
War ,6.3,2007,Jason Statham,R,103,Philip G. Atwell,22466994,Action|Crime|Thriller,25000000,2.35
Half Past Dead ,4.6,2002,Claudia Christian,PG-13,98,Don Michael Paul,15361537,Action|Crime|Thriller,13000000,1.85
The Transporter Refueled ,5.1,2015,Ed Skrein,PG-13,96,Camille Delamarre,16027866,Action|Crime|Thriller,25000000,2.35
The Transporter ,6.8,2002,Jason Statham,PG-13,92,Louis Leterrier,25296447,Action|Crime|Thriller,21000000,2.35
Armored ,5.7,2009,Andrew Fiscella,PG-13,88,Nimród Antal,15988876,Action|Crime|Thriller,27000000,2.35
12 Rounds ,5.6,2009,Taylor Cole,PG-13,108,Renny Harlin,12232937,Action|Crime|Thriller,22000000,2.35
Death Sentence ,6.8,2007,Aisha Tyler,R,111,James Wan,9525276,Action|Crime|Thriller,20000000,2.35
Survivor ,5.6,2015,Milla Jovovich,PG-13,96,James McTeigue,,Action|Crime|Thriller,20000000,2.35
Firestorm ,6.2,2013,Andy Lau,,118,Alan Yuen,,Action|Crime|Thriller,,2.35
Getaway ,4.4,2013,Rebecca Budig,PG-13,90,Courtney Solomon,10494494,Action|Crime|Thriller,18000000,2.35
RocknRolla ,7.3,2008,Tom Hardy,R,114,Guy Ritchie,5694401,Action|Crime|Thriller,18000000,2.35
The November Man ,6.3,2014,Luke Bracey,R,108,Roger Donaldson,24984868,Action|Crime|Thriller,15000000,2.35
District B13 ,7.2,2004,David Belle,R,84,Pierre Morel,1197786,Action|Crime|Thriller,12000000,2.35
Machete ,6.7,2010,Robert De Niro,R,105,Ethan Maniquis,26589953,Action|Crime|Thriller,10500000,1.85
Crank ,7,2006,Jason Statham,R,93,Mark Neveldine,27829874,Action|Crime|Thriller,12000000,1.78
Heist ,6.1,2015,Robert De Niro,R,93,Scott Mann,,Action|Crime|Thriller,19000000,2.35
Skin Trade ,5.7,2014,Michael Jai White,R,96,Ekachai Uekrongtham,162,Action|Crime|Thriller,9000000,2.35
The Boondock Saints II: All Saints Day ,6.3,2009,Norman Reedus,R,138,Troy Duffy,10269307,Action|Crime|Thriller,8000000,2.35
The Death and Life of Bobby Z ,5.9,2007,Paul Walker,R,97,John Herzfeld,,Action|Crime|Thriller,22000000,2.35
Desperado ,7.2,1995,Quentin Tarantino,R,104,Robert Rodriguez,25625110,Action|Crime|Thriller,7000000,1.85
The Boondock Saints ,7.9,1999,Norman Reedus,R,102,Troy Duffy,,Action|Crime|Thriller,7000000,2.35
Nighthawks ,6.4,1981,Sylvester Stallone,R,99,Bruce Malmuth,,Action|Crime|Thriller,5000000,1.85
Exiled ,7.3,2006,Simon Yam,R,110,Johnnie To,49413,Action|Crime|Thriller,35000000,2.35
Checkmate ,3.1,2015,Katrina Law,,97,Timothy Woodward Jr.,,Action|Crime|Thriller,1500000,2.35
The Raid: Redemption ,7.6,2011,Iko Uwais,R,102,Gareth Evans,4105123,Action|Crime|Thriller,1100000,1.85
Rampage ,6.3,2009,Matt Frewer,R,80,Uwe Boll,,Action|Crime|Thriller,,2.35
Hancock ,6.4,2008,Will Smith,PG-13,102,Peter Berg,227946274,Action|Drama,150000000,2.35
Kung Fu Killer ,6.5,2014,Siu-Wong Fan,,100,Teddy Chan,129115,Action|Drama,25000000,2.35
Fight Valley ,5,2016,Kari J. Kramer,,90,Rob Hawk,,Action|Drama,27000000,
The Assassin ,6.4,2015,Qi Shu,Not Rated,105,Hsiao-Hsien Hou,613556,Action|Drama,15000000,1.37
Silmido ,7.2,2003,Yu-mi Jeong,,135,Woo-Suk Kang,,Action|Drama,8000000,2.35
Green Street 3: Never Back Down ,5.4,2013,Spencer Wilding,R,93,James Nunn,,Action|Drama,,2.35
Only the Strong ,6.7,1993,Antoni Corone,PG-13,99,Sheldon Lettich,3273588,Action|Drama,6000000,1.85
Hardflip ,5.6,2012,Matthew Ziff,PG-13,112,Johnny Remo,96734,Action|Drama,1000000,1.85
In Her Line of Fire ,4.1,2006,David Keith,R,88,Brian Trenchard-Smith,721,Action|Drama,1000000,1.85
American Ninja 2: The Confrontation ,4.7,1987,Michael Dudikoff,R,90,Sam Firstenberg,4000000,Action|Drama,350000,1.85
The Karate Kid ,7.2,1984,Martin Kove,PG,126,John G. Avildsen,90800000,Action|Drama|Family|Sport,8000000,1.85
The Karate Kid ,7.2,1984,Martin Kove,PG,126,John G. Avildsen,90800000,Action|Drama|Family|Sport,8000000,1.85
The Crow ,7.6,1994,Michael Wincott,R,98,Alex Proyas,50693162,Action|Drama|Fantasy,23000000,1.85
The Promise ,5.6,2005,Dong-gun Jang,PG-13,103,Kaige Chen,668171,Action|Drama|Fantasy,60000000,2.35
Dragon Wars: D-War ,3.6,2007,Robert Forster,PG-13,107,Hyung-rae Shim,10956379,Action|Drama|Fantasy|Horror|Thriller,35000000,2.35
Dracula Untold ,6.3,2014,Dominic Cooper,PG-13,92,Gary Shore,55942830,Action|Drama|Fantasy|Horror|War,70000000,2.35
Dark City ,7.7,1998,Rufus Sewell,R,111,Alex Proyas,14337579,Action|Drama|Fantasy|Mystery|Sci-Fi|Thriller,27000000,2.35
Left Behind ,3.1,2014,Nicolas Cage,PG-13,110,Vic Armstrong,13998282,Action|Drama|Fantasy|Mystery|Thriller,16000000,2.35
Left Behind ,3.1,2014,Nicolas Cage,PG-13,110,Vic Armstrong,13998282,Action|Drama|Fantasy|Mystery|Thriller,16000000,2.35
Immortals ,6.1,2011,Henry Cavill,R,110,Tarsem Singh,83503161,Action|Drama|Fantasy|Romance,75000000,1.85
Buffy the Vampire Slayer             ,8.2,,Sarah Michelle Gellar,TV-14,44,,,Action|Drama|Fantasy|Romance,2300000,1.33
Ink ,7,2009,Eme Ikwuakor,,107,Jamin Winans,,Action|Drama|Fantasy|Sci-Fi,,1.78
Jonah Hex ,4.7,2010,Michael Fassbender,PG-13,81,Jimmy Hayward,10539414,Action|Drama|Fantasy|Thriller|Western,47000000,2.35
300: Rise of an Empire ,6.2,2014,Eva Green,R,102,Noam Murro,106369117,Action|Drama|Fantasy|War,110000000,2.35
300 ,7.7,2006,Gerard Butler,R,117,Zack Snyder,210592590,Action|Drama|Fantasy|War,65000000,2.35
Bodyguards and Assassins ,6.9,2009,Bingbing Fan,,139,Teddy Chan,,Action|Drama|History,23000000,2.35
Pearl Harbor ,6.1,2001,Jennifer Garner,PG-13,184,Michael Bay,198539855,Action|Drama|History|Romance|War,140000000,2.35
The Warlords ,7.1,2007,Jet Li,R,113,Peter Ho-Sun Chan,128978,Action|Drama|History|Romance|War,40000000,2.35
One Man's Hero ,6.2,1999,Tom Berenger,R,121,Lance Hool,229311,Action|Drama|History|Romance|War|Western,11350000,2.35
The Finest Hours ,6.8,2016,Michael Raymond-James,PG-13,117,Craig Gillespie,27550735,Action|Drama|History|Thriller,,2.35
Airlift ,8.5,2016,Nimrat Kaur,,130,Raja Menon,,Action|Drama|History|Thriller|War,4400000,2.35
The Last Samurai ,7.7,2003,Tom Cruise,R,154,Edward Zwick,111110575,Action|Drama|History|War,140000000,2.35
The Patriot ,7.1,2000,Heath Ledger,R,142,Roland Emmerich,113330342,Action|Drama|History|War,110000000,2.35
We Were Soldiers ,7.1,2002,Jon Hamm,R,124,Randall Wallace,78120196,Action|Drama|History|War,75000000,2.35
Tora! Tora! Tora! ,7.5,1970,Joseph Cotten,G,160,Richard Fleischer,14500000,Action|Drama|History|War,25000000,2.35
Waterloo ,7.3,1970,Rod Steiger,G,134,Sergey Bondarchuk,,Action|Drama|History|War,25000000,2.35
Three Kingdoms: Resurrection of the Dragon ,6.2,2008,Andy Lau,R,102,Daniel Lee,,Action|Drama|History|War,25000000,2.35
Operation Chromite ,6.8,2016,Liam Neeson,,115,John H. Lee,31662,Action|Drama|History|War,12620000,
The Longest Day ,7.8,1962,Richard Burton,G,178,Ken Annakin,,Action|Drama|History|War,10000000,2.35
Sur le seuil ,6.6,2003,Patrick Huard,,99,Éric Tessier,,Action|Drama|Horror|Thriller,3200000,1.85
From a Whisper to a Scream ,5.9,1987,Terry Kiser,R,92,Jeff Burr,1400000,Action|Drama|Horror|Thriller,1100000,1.85
The Bodyguard ,6.1,1992,Bill Cobbs,R,129,Mick Jackson,121945720,Action|Drama|Music|Romance,25000000,1.85
Watchmen ,7.7,2009,Matt Frewer,R,215,Zack Snyder,107503316,Action|Drama|Mystery|Sci-Fi,130000000,2.35
Dark Angel             ,7.4,,Jensen Ackles,TV-14,60,,,Action|Drama|Mystery|Sci-Fi,,1.33
Eraser ,6.1,1996,Vanessa Williams,R,115,Chuck Russell,101228120,Action|Drama|Mystery|Thriller,100000000,2.35
Courage Under Fire ,6.6,1996,Denzel Washington,R,116,Edward Zwick,58918501,Action|Drama|Mystery|Thriller|War,46000000,1.85
Gladiator ,8.5,2000,Djimon Hounsou,R,171,Ridley Scott,187670866,Action|Drama|Romance,103000000,2.35
Top Gun ,6.9,1986,Tom Cruise,PG,110,Tony Scott,176781728,Action|Drama|Romance,15000000,1.33
"Crouching Tiger, Hidden Dragon ",7.9,2000,Chen Chang,PG-13,120,Ang Lee,128067808,Action|Drama|Romance,15000000,2.35
Deep Impact ,6.1,1998,Morgan Freeman,PG-13,120,Mimi Leder,140459099,Action|Drama|Romance|Sci-Fi|Thriller,75000000,2.35
Supercross ,4,2005,Channing Tatum,PG-13,80,Steve Boyum,3101301,Action|Drama|Romance|Sport,,1.85
Kites ,6,2010,Bárbara Mori,,90,Anurag Basu,1602466,Action|Drama|Romance|Thriller,600000000,
Sands of Iwo Jima ,7.2,1949,James Brown,Approved,109,Allan Dwan,,Action|Drama|Romance|War,1000000,1.37
Soldier ,6,1998,Connie Nielsen,R,99,Paul W.S. Anderson,14567883,Action|Drama|Sci-Fi,75000000,2.35
Defiance             ,7,,Julie Benz,TV-MA,43,,,Action|Drama|Sci-Fi,,1.78
Real Steel ,7.1,2011,Hugh Jackman,PG-13,127,Shawn Levy,85463309,Action|Drama|Sci-Fi|Sport,110000000,2.35
Elysium ,6.6,2013,Matt Damon,R,109,Neill Blomkamp,93050117,Action|Drama|Sci-Fi|Thriller,115000000,2.35
Rise of the Planet of the Apes ,7.6,2011,James Franco,PG-13,105,Rupert Wyatt,176740650,Action|Drama|Sci-Fi|Thriller,93000000,2.35
Volcano ,5.4,1997,Don Cheadle,PG-13,104,Mick Jackson,47474112,Action|Drama|Sci-Fi|Thriller,90000000,1.85
Chain Reaction ,5.6,1996,Keanu Reeves,PG-13,107,Andrew Davis,20550712,Action|Drama|Sci-Fi|Thriller,50000000,1.85
Snowpiercer ,7,2013,Chris Evans,R,126,Joon-ho Bong,4563029,Action|Drama|Sci-Fi|Thriller,39200000,1.85
Smilla's Sense of Snow ,6.4,1997,Jim Broadbent,R,121,Bille August,2221994,Action|Drama|Sci-Fi|Thriller,35000000,2.35
Equilibrium ,7.5,2002,Christian Bale,R,107,Kurt Wimmer,1190018,Action|Drama|Sci-Fi|Thriller,20000000,2.35
Meteor ,4.9,1979,Martin Landau,PG,108,Ronald Neame,,Action|Drama|Sci-Fi|Thriller,16000000,2.35
Echo Dr. ,3.6,2013,Claire Gordon-Harper,,81,Patrick Ryan Sims,,Action|Drama|Sci-Fi|Thriller,100000,1.78
Driven ,4.5,2001,Sylvester Stallone,PG-13,116,Renny Harlin,32616869,Action|Drama|Sport,72000000,2.35
Days of Thunder ,5.9,1990,Tom Cruise,PG-13,107,Tony Scott,82670733,Action|Drama|Sport,60000000,2.35
Never Back Down ,6.6,2008,Djimon Hounsou,PG-13,110,Jeff Wadlow,24848292,Action|Drama|Sport,20000000,2.35
Never Back Down 2: The Beatdown ,5.8,2011,Michael Jai White,R,90,Michael Jai White,,Action|Drama|Sport,3000000,1.85
Heroes of Dirt ,7.1,2015,Joel Moody,PG-13,98,Eric Bugbee,,Action|Drama|Sport,,
The Fan ,5.8,1996,Robert De Niro,R,116,Tony Scott,18573791,Action|Drama|Sport|Thriller,55000000,2.35
White House Down ,6.4,2013,Channing Tatum,PG-13,131,Roland Emmerich,73103784,Action|Drama|Thriller,150000000,2.35
Collateral Damage ,5.5,2002,Raymond Cruz,R,108,Andrew Davis,40048332,Action|Drama|Thriller,85000000,1.85
The Kingdom ,7.1,2007,Jennifer Garner,R,110,Peter Berg,47456450,Action|Drama|Thriller,70000000,2.35
The Sum of All Fears ,6.4,2002,Morgan Freeman,PG-13,124,Phil Alden Robinson,118471320,Action|Drama|Thriller,68000000,2.35
Body of Lies ,7.1,2008,Leonardo DiCaprio,R,128,Ridley Scott,39380442,Action|Drama|Thriller,70000000,2.35
Proof of Life ,6.2,2000,Pamela Reed,R,135,Taylor Hackford,32598931,Action|Drama|Thriller,65000000,2.35
Ladder 49 ,6.5,2004,Billy Burke,PG-13,115,Jay Russell,74540762,Action|Drama|Thriller,55000000,1.85
Jack Ryan: Shadow Recruit ,6.2,2014,Colm Feore,PG-13,105,Kenneth Branagh,50549107,Action|Drama|Thriller,60000000,2.35
The Last Castle ,6.9,2001,Clifton Collins Jr.,R,131,Rod Lurie,18208078,Action|Drama|Thriller,60000000,2.35
Outbreak ,6.6,1995,Kevin Spacey,R,127,Wolfgang Petersen,67823573,Action|Drama|Thriller,50000000,1.85
V for Vendetta ,8.2,2005,Natalie Portman,R,132,James McTeigue,70496802,Action|Drama|Thriller,54000000,2.35
Hanna ,6.8,2011,Jessica Barden,PG-13,111,Joe Wright,40247512,Action|Drama|Thriller,30000000,2.35
3 Days to Kill ,6.2,2014,Connie Nielsen,PG-13,123,McG,30688364,Action|Drama|Thriller,28000000,2.35
Straw Dogs ,5.8,2011,Alexander Skarsgård,R,110,Rod Lurie,10324441,Action|Drama|Thriller,25000000,2.35
Snitch ,6.5,2013,Dwayne Johnson,PG-13,112,Ric Roman Waugh,42919096,Action|Drama|Thriller,15000000,2.35
The Marine ,4.7,2006,Kelly Carlson,PG-13,92,John Bonito,18843314,Action|Drama|Thriller,20000000,1.85
